t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,qw,qx,qy,qz
0.028000,0.000055,0.000000,10.000000,0.005880,0.000000,0.000000,0.420000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.029000,0.000061,0.000000,10.000000,0.006308,0.000000,0.000000,0.435000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.030000,0.000067,0.000000,10.000000,0.006750,0.000000,0.000000,0.450000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.031000,0.000074,0.000000,10.000000,0.007207,0.000000,0.000000,0.465000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.032000,0.000082,0.000000,10.000000,0.007680,0.000000,0.000000,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.033000,0.000090,0.000000,10.000000,0.008168,0.000000,0.000000,0.495000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.034000,0.000098,0.000000,10.000000,0.008670,0.000000,0.000000,0.510000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.035000,0.000107,0.000000,10.000000,0.009188,0.000000,0.000000,0.525000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.036000,0.000117,0.000000,10.000000,0.009720,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.037000,0.000127,0.000000,10.000000,0.010267,0.000000,0.000000,0.555000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.038000,0.000137,0.000000,10.000000,0.010830,0.000000,0.000000,0.570000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.039000,0.000148,0.000000,10.000000,0.011407,0.000000,0.000000,0.585000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.040000,0.000160,0.000000,10.000000,0.012000,0.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.041000,0.000172,0.000000,10.000000,0.012608,0.000000,0.000000,0.615000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.042000,0.000185,0.000000,10.000000,0.013230,0.000000,0.000000,0.630000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.043000,0.000199,0.000000,10.000000,0.013868,0.000000,0.000000,0.645000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.044000,0.000213,0.000000,10.000000,0.014520,0.000000,0.000000,0.660000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.045000,0.000228,0.000000,10.000000,0.015187,0.000000,0.000000,0.675000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.046000,0.000243,0.000000,10.000000,0.015870,0.000000,0.000000,0.690000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.047000,0.000260,0.000000,10.000000,0.016567,0.000000,0.000000,0.705000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.048000,0.000276,0.000000,10.000000,0.017280,0.000000,0.000000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.049000,0.000294,0.000000,10.000000,0.018008,0.000000,0.000000,0.735000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.050000,0.000313,0.000000,10.000000,0.018750,0.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.051000,0.000332,0.000000,10.000000,0.019508,0.000000,0.000000,0.765000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.052000,0.000352,0.000000,10.000000,0.020280,0.000000,0.000000,0.780000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.053000,0.000372,0.000000,10.000000,0.021067,0.000000,0.000000,0.795000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.054000,0.000394,0.000000,10.000000,0.021870,0.000000,0.000000,0.810000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.055000,0.000416,0.000000,10.000000,0.022687,0.000000,0.000000,0.825000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.056000,0.000439,0.000000,10.000000,0.023520,0.000000,0.000000,0.840000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.057000,0.000463,0.000000,10.000000,0.024368,0.000000,0.000000,0.855000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.058000,0.000488,0.000000,10.000000,0.025230,0.000000,0.000000,0.870000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.059000,0.000513,0.000000,10.000000,0.026108,0.000000,0.000000,0.885000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.060000,0.000540,0.000000,10.000000,0.027000,0.000000,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.061000,0.000567,0.000000,10.000000,0.027907,0.000000,0.000000,0.915000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.062000,0.000596,0.000000,10.000000,0.028830,0.000000,0.000000,0.930000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.063000,0.000625,0.000000,10.000000,0.029768,0.000000,0.000000,0.945000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.064000,0.000655,0.000000,10.000000,0.030720,0.000000,0.000000,0.960000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.065000,0.000687,0.000000,10.000000,0.031688,0.000000,0.000000,0.975000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.066000,0.000719,0.000000,10.000000,0.032670,0.000000,0.000000,0.990000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.067000,0.000752,0.000000,10.000000,0.033668,0.000000,0.000000,1.005000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.068000,0.000786,0.000000,10.000000,0.034680,0.000000,0.000000,1.020000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.069000,0.000821,0.000000,10.000000,0.035708,0.000000,0.000000,1.035000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.070000,0.000858,0.000000,10.000000,0.036750,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.071000,0.000895,0.000000,10.000000,0.037808,0.000000,0.000000,1.065000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.072000,0.000933,0.000000,10.000000,0.038880,0.000000,0.000000,1.080000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.073000,0.000973,0.000000,10.000000,0.039967,0.000000,0.000000,1.095000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.074000,0.001013,0.000000,10.000000,0.041070,0.000000,0.000000,1.110000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.075000,0.001055,0.000000,10.000000,0.042187,0.000000,0.000000,1.125000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.076000,0.001097,0.000000,10.000000,0.043320,0.000000,0.000000,1.140000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.077000,0.001141,0.000000,10.000000,0.044468,0.000000,0.000000,1.155000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.078000,0.001186,0.000000,10.000000,0.045630,0.000000,0.000000,1.170000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.079000,0.001233,0.000000,10.000000,0.046808,0.000000,0.000000,1.185000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.080000,0.001280,0.000000,10.000000,0.048000,0.000000,0.000000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.081000,0.001329,0.000000,10.000000,0.049208,0.000000,0.000000,1.215000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.082000,0.001378,0.000000,10.000000,0.050430,0.000000,0.000000,1.230000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.083000,0.001429,0.000000,10.000000,0.051668,0.000000,0.000000,1.245000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.084000,0.001482,0.000000,10.000000,0.052920,0.000000,0.000000,1.260000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.085000,0.001535,0.000000,10.000000,0.054188,0.000000,0.000000,1.275000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.086000,0.001590,0.000000,10.000000,0.055470,0.000000,0.000000,1.290000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.087000,0.001646,0.000000,10.000000,0.056768,0.000000,0.000000,1.305000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.088000,0.001704,0.000000,10.000000,0.058080,0.000000,0.000000,1.320000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.089000,0.001762,0.000000,10.000000,0.059407,0.000000,0.000000,1.335000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.090000,0.001822,0.000000,10.000000,0.060750,0.000000,0.000000,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.091000,0.001884,0.000000,10.000000,0.062108,0.000000,0.000000,1.365000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.092000,0.001947,0.000000,10.000000,0.063480,0.000000,0.000000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.093000,0.002011,0.000000,10.000000,0.064868,0.000000,0.000000,1.395000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.094000,0.002076,0.000000,10.000000,0.066270,0.000000,0.000000,1.410000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.095000,0.002143,0.000000,10.000000,0.067687,0.000000,0.000000,1.425000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.096000,0.002212,0.000000,10.000000,0.069120,0.000000,0.000000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.097000,0.002282,0.000000,10.000000,0.070568,0.000000,0.000000,1.455000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.098000,0.002353,0.000000,10.000000,0.072030,0.000000,0.000000,1.470000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.099000,0.002426,0.000000,10.000000,0.073508,0.000000,0.000000,1.485000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.100000,0.002500,0.000000,10.000000,0.075000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.101000,0.002576,0.000000,10.000000,0.076508,0.000000,0.000000,1.515000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.102000,0.002653,0.000000,10.000000,0.078030,0.000000,0.000000,1.530000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.103000,0.002732,0.000000,10.000000,0.079568,0.000000,0.000000,1.545000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.104000,0.002812,0.000000,10.000000,0.081120,0.000000,0.000000,1.560000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.105000,0.002894,0.000000,10.000000,0.082687,0.000000,0.000000,1.575000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.106000,0.002978,0.000000,10.000000,0.084270,0.000000,0.000000,1.590000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.107000,0.003063,0.000000,10.000000,0.085867,0.000000,0.000000,1.605000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.108000,0.003149,0.000000,10.000000,0.087480,0.000000,0.000000,1.620000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.109000,0.003238,0.000000,10.000000,0.089107,0.000000,0.000000,1.635000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.110000,0.003327,0.000000,10.000000,0.090750,0.000000,0.000000,1.650000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.111000,0.003419,0.000000,10.000000,0.092408,0.000000,0.000000,1.665000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.112000,0.003512,0.000000,10.000000,0.094080,0.000000,0.000000,1.680000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.113000,0.003607,0.000000,10.000000,0.095768,0.000000,0.000000,1.695000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.114000,0.003704,0.000000,10.000000,0.097470,0.000000,0.000000,1.710000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.115000,0.003802,0.000000,10.000000,0.099188,0.000000,0.000000,1.725000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.116000,0.003902,0.000000,10.000000,0.100920,0.000000,0.000000,1.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.117000,0.004004,0.000000,10.000000,0.102668,0.000000,0.000000,1.755000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.118000,0.004108,0.000000,10.000000,0.104430,0.000000,0.000000,1.770000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.119000,0.004213,0.000000,10.000000,0.106208,0.000000,0.000000,1.785000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.120000,0.004320,0.000000,10.000000,0.108000,0.000000,0.000000,1.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.121000,0.004429,0.000000,10.000000,0.109808,0.000000,0.000000,1.815000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.122000,0.004540,0.000000,10.000000,0.111630,0.000000,0.000000,1.830000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.123000,0.004652,0.000000,10.000000,0.113467,0.000000,0.000000,1.845000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.124000,0.004767,0.000000,10.000000,0.115320,0.000000,0.000000,1.860000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.125000,0.004883,0.000000,10.000000,0.117188,0.000000,0.000000,1.875000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.126000,0.005001,0.000000,10.000000,0.119070,0.000000,0.000000,1.890000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.127000,0.005121,0.000000,10.000000,0.120968,0.000000,0.000000,1.905000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.128000,0.005243,0.000000,10.000000,0.122880,0.000000,0.000000,1.920000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.129000,0.005367,0.000000,10.000000,0.124808,0.000000,0.000000,1.935000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.130000,0.005493,0.000000,10.000000,0.126750,0.000000,0.000000,1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.131000,0.005620,0.000000,10.000000,0.128708,0.000000,0.000000,1.965000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.132000,0.005750,0.000000,10.000000,0.130680,0.000000,0.000000,1.980000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.133000,0.005882,0.000000,10.000000,0.132668,0.000000,0.000000,1.995000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.134000,0.006015,0.000000,10.000000,0.134670,0.000000,0.000000,2.010000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.135000,0.006151,0.000000,10.000000,0.136688,0.000000,0.000000,2.025000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.136000,0.006289,0.000000,10.000000,0.138720,0.000000,0.000000,2.040000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.137000,0.006428,0.000000,10.000000,0.140768,0.000000,0.000000,2.055000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.138000,0.006570,0.000000,10.000000,0.142830,0.000000,0.000000,2.070000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.139000,0.006714,0.000000,10.000000,0.144908,0.000000,0.000000,2.085000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.140000,0.006860,0.000000,10.000000,0.147000,0.000000,0.000000,2.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.141000,0.007008,0.000000,10.000000,0.149108,0.000000,0.000000,2.115000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.142000,0.007158,0.000000,10.000000,0.151230,0.000000,0.000000,2.130000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.143000,0.007311,0.000000,10.000000,0.153368,0.000000,0.000000,2.145000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.144000,0.007465,0.000000,10.000000,0.155520,0.000000,0.000000,2.160000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.145000,0.007622,0.000000,10.000000,0.157687,0.000000,0.000000,2.175000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.146000,0.007780,0.000000,10.000000,0.159870,0.000000,0.000000,2.190000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.147000,0.007941,0.000000,10.000000,0.162067,0.000000,0.000000,2.205000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.148000,0.008104,0.000000,10.000000,0.164280,0.000000,0.000000,2.220000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.149000,0.008270,0.000000,10.000000,0.166507,0.000000,0.000000,2.235000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.150000,0.008437,0.000000,10.000000,0.168750,0.000000,0.000000,2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.151000,0.008607,0.000000,10.000000,0.171007,0.000000,0.000000,2.265000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.152000,0.008780,0.000000,10.000000,0.173280,0.000000,0.000000,2.280000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.153000,0.008954,0.000000,10.000000,0.175567,0.000000,0.000000,2.295000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.154000,0.009131,0.000000,10.000000,0.177870,0.000000,0.000000,2.310000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.155000,0.009310,0.000000,10.000000,0.180188,0.000000,0.000000,2.325000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.156000,0.009491,0.000000,10.000000,0.182520,0.000000,0.000000,2.340000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.157000,0.009675,0.000000,10.000000,0.184868,0.000000,0.000000,2.355000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.158000,0.009861,0.000000,10.000000,0.187230,0.000000,0.000000,2.370000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.159000,0.010049,0.000000,10.000000,0.189608,0.000000,0.000000,2.385000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.160000,0.010240,0.000000,10.000000,0.192000,0.000000,0.000000,2.400000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.161000,0.010433,0.000000,10.000000,0.194408,0.000000,0.000000,2.415000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.162000,0.010629,0.000000,10.000000,0.196830,0.000000,0.000000,2.430000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
