rosbag record -o high /vis/odom_pose /vis/traj_path /vis/traj_pose /vis/odom_pose
t,x,y,z,vx,vy,vz,ax,ay,az,yaw,yaw_rate,qw,qx,qy,qz
10.1000,-1.129031,-1.046098,1.500000,2.381309,1.824697,0.000000,-0.246647,0.331738,0.000000,0.653825,0.137778,0.947038,0.000000,0.000000,0.321121
10.1100,-1.105235,-1.027828,1.500000,2.377467,1.829846,0.000000,-0.514367,0.687130,0.000000,0.655967,0.286072,0.946694,0.000000,0.000000,0.322134
10.1200,-1.081490,-1.009490,1.500000,2.371166,1.838230,0.000000,-0.738729,0.979628,0.000000,0.659462,0.408910,0.946129,0.000000,0.000000,0.323789
10.1300,-1.057818,-0.991055,1.500000,2.362828,1.849243,0.000000,-0.922349,1.213431,0.000000,0.664065,0.507936,0.945382,0.000000,0.000000,0.325965
10.1400,-1.034239,-0.972498,1.500000,2.352846,1.862317,0.000000,-1.067845,1.392737,0.000000,0.669547,0.584795,0.944485,0.000000,0.000000,0.328555
10.1500,-1.010766,-0.953803,1.500000,2.341589,1.876930,0.000000,-1.177831,1.521744,0.000000,0.675693,0.641135,0.943471,0.000000,0.000000,0.331456
10.1600,-0.987410,-0.934956,1.500000,2.329399,1.892598,0.000000,-1.254923,1.604651,0.000000,0.682307,0.678610,0.942369,0.000000,0.000000,0.334574
10.1700,-0.964180,-0.915949,1.500000,2.316592,1.908883,0.000000,-1.301739,1.645656,0.000000,0.689208,0.698877,0.941209,0.000000,0.000000,0.337824
10.1800,-0.941079,-0.896778,1.500000,2.303457,1.925386,0.000000,-1.320893,1.648958,0.000000,0.696232,0.703597,0.940017,0.000000,0.000000,0.341128
10.1900,-0.918111,-0.877442,1.500000,2.290257,1.941751,0.000000,-1.315002,1.618755,0.000000,0.703233,0.694432,0.938817,0.000000,0.000000,0.344416
10.2000,-0.895274,-0.857944,1.500000,2.277231,1.957663,0.000000,-1.286681,1.559246,0.000000,0.710080,0.673043,0.937633,0.000000,0.000000,0.347628
10.2100,-0.872565,-0.838291,1.500000,2.264590,1.972852,0.000000,-1.238548,1.474628,0.000000,0.716659,0.641083,0.936484,0.000000,0.000000,0.350710
10.2200,-0.849980,-0.818491,1.500000,2.252518,1.987086,0.000000,-1.173217,1.369100,0.000000,0.722872,0.600199,0.935390,0.000000,0.000000,0.353618
10.2300,-0.827512,-0.798553,1.500000,2.241174,2.000178,0.000000,-1.093305,1.246861,0.000000,0.728639,0.552025,0.934367,0.000000,0.000000,0.356313
10.2400,-0.805154,-0.778491,1.500000,2.230691,2.011982,0.000000,-1.001427,1.112109,0.000000,0.733894,0.498182,0.933427,0.000000,0.000000,0.358767
10.2500,-0.782895,-0.758318,1.500000,2.221177,2.022393,0.000000,-0.900201,0.969043,0.000000,0.738589,0.440282,0.932582,0.000000,0.000000,0.360957
10.2600,-0.760727,-0.738048,1.500000,2.212710,2.031349,0.000000,-0.792241,0.821860,0.000000,0.742691,0.379924,0.931840,0.000000,0.000000,0.362870
10.2700,-0.738637,-0.717696,1.500000,2.205346,2.038830,0.000000,-0.680164,0.674759,0.000000,0.746184,0.318702,0.931205,0.000000,0.000000,0.364497
10.2800,-0.716616,-0.697276,1.500000,2.199112,2.044858,0.000000,-0.566586,0.531939,0.000000,0.749068,0.258206,0.930678,0.000000,0.000000,0.365839
10.2900,-0.694651,-0.676804,1.500000,2.194010,2.049497,0.000000,-0.454122,0.397597,0.000000,0.751356,0.200026,0.930259,0.000000,0.000000,0.366903
10.3000,-0.672732,-0.656291,1.500000,2.190017,2.052852,0.000000,-0.345390,0.275934,0.000000,0.753081,0.145758,0.929942,0.000000,0.000000,0.367706
10.3100,-0.650847,-0.635750,1.500000,2.187081,2.055072,0.000000,-0.243005,0.171145,0.000000,0.754290,0.097006,0.929720,0.000000,0.000000,0.368268
10.3200,-0.628987,-0.615193,1.500000,2.185127,2.056346,0.000000,-0.149582,0.087431,0.000000,0.755045,0.055384,0.929581,0.000000,0.000000,0.368619
10.3300,-0.607142,-0.594626,1.500000,2.184051,2.056905,0.000000,-0.067738,0.028990,0.000000,0.755427,0.022514,0.929510,0.000000,0.000000,0.368796
10.3400,-0.585304,-0.574056,1.500000,2.183725,2.057024,0.000000,-0.000089,0.000019,0.000000,0.755530,0.000025,0.929491,0.000000,0.000000,0.368844
10.3500,-0.563469,-0.553483,1.500000,2.183082,2.057701,0.000000,-0.125083,0.131895,0.000000,0.755841,0.060591,0.929434,0.000000,0.000000,0.368989
10.3600,-0.541646,-0.532898,1.500000,2.181294,2.059586,0.000000,-0.229162,0.241464,0.000000,0.756707,0.110965,0.929274,0.000000,0.000000,0.369391
10.3700,-0.519846,-0.512288,1.500000,2.178565,2.062461,0.000000,-0.313416,0.329974,0.000000,0.758029,0.151699,0.929030,0.000000,0.000000,0.370005
10.3800,-0.498077,-0.491646,1.500000,2.175087,2.066121,0.000000,-0.379231,0.398905,0.000000,0.759712,0.183468,0.928718,0.000000,0.000000,0.370787
10.3900,-0.476346,-0.470964,1.500000,2.171037,2.070378,0.000000,-0.427992,0.449738,0.000000,0.761670,0.206948,0.928355,0.000000,0.000000,0.371696
10.4000,-0.454658,-0.450237,1.500000,2.166579,2.075060,0.000000,-0.461083,0.483956,0.000000,0.763825,0.222813,0.927954,0.000000,0.000000,0.372696
10.4100,-0.433015,-0.429462,1.500000,2.161863,2.080007,0.000000,-0.479890,0.503039,0.000000,0.766103,0.231740,0.927528,0.000000,0.000000,0.373753
10.4200,-0.411421,-0.408637,1.500000,2.157024,2.085075,0.000000,-0.485797,0.508469,0.000000,0.768439,0.234404,0.927091,0.000000,0.000000,0.374836
10.4300,-0.389875,-0.387760,1.500000,2.152186,2.090136,0.000000,-0.480190,0.501726,0.000000,0.770773,0.231482,0.926653,0.000000,0.000000,0.375917
10.4400,-0.368377,-0.366834,1.500000,2.147454,2.095074,0.000000,-0.464452,0.484293,0.000000,0.773052,0.223651,0.926224,0.000000,0.000000,0.376973
10.4500,-0.346925,-0.345860,1.500000,2.142926,2.099791,0.000000,-0.439970,0.457650,0.000000,0.775232,0.211588,0.925813,0.000000,0.000000,0.377982
10.4600,-0.325517,-0.324839,1.500000,2.138680,2.104201,0.000000,-0.408128,0.423279,0.000000,0.777272,0.195969,0.925427,0.000000,0.000000,0.378927
10.4700,-0.304150,-0.303777,1.500000,2.134783,2.108236,0.000000,-0.370310,0.382661,0.000000,0.779142,0.177473,0.925072,0.000000,0.000000,0.379791
10.4800,-0.282820,-0.282676,1.500000,2.131289,2.111839,0.000000,-0.327902,0.337278,0.000000,0.780814,0.156773,0.924754,0.000000,0.000000,0.380565
10.4900,-0.261523,-0.261542,1.500000,2.128236,2.114970,0.000000,-0.282289,0.288610,0.000000,0.782272,0.134548,0.924477,0.000000,0.000000,0.381239
10.5000,-0.240254,-0.240378,1.500000,2.125649,2.117605,0.000000,-0.234855,0.238139,0.000000,0.783502,0.111471,0.924242,0.000000,0.000000,0.381808
10.5100,-0.219008,-0.219191,1.500000,2.123540,2.119732,0.000000,-0.186985,0.187346,0.000000,0.784501,0.088218,0.924051,0.000000,0.000000,0.382269
10.5200,-0.197782,-0.197985,1.500000,2.121906,2.121356,0.000000,-0.140065,0.137713,0.000000,0.785268,0.065463,0.923904,0.000000,0.000000,0.382624
10.5300,-0.176569,-0.176766,1.500000,2.120731,2.122495,0.000000,-0.095479,0.090720,0.000000,0.785814,0.043882,0.923800,0.000000,0.000000,0.382875
10.5400,-0.155366,-0.155537,1.500000,2.119984,2.123184,0.000000,-0.054612,0.047849,0.000000,0.786152,0.024149,0.923735,0.000000,0.000000,0.383032
10.5500,-0.134168,-0.134303,1.500000,2.119622,2.123471,0.000000,-0.018849,0.010582,0.000000,0.786305,0.006938,0.923706,0.000000,0.000000,0.383102
10.5600,-0.112972,-0.113069,1.500000,2.119586,2.123419,0.000000,0.010426,-0.019600,0.000000,0.786302,-0.007075,0.923707,0.000000,0.000000,0.383101
10.5700,-0.091775,-0.091836,1.500000,2.119804,2.123107,0.000000,0.031827,-0.041217,0.000000,0.786177,-0.017214,0.923730,0.000000,0.000000,0.383043
10.5800,-0.070575,-0.070607,1.500000,2.120191,2.122628,0.000000,0.043969,-0.052787,0.000000,0.785973,-0.022803,0.923770,0.000000,0.000000,0.382949
10.5900,-0.049371,-0.049384,1.500000,2.120648,2.122090,0.000000,0.045468,-0.052828,0.000000,0.785738,-0.023167,0.923814,0.000000,0.000000,0.382840
10.6000,-0.028163,-0.028165,1.500000,2.121060,2.121615,0.000000,0.034939,-0.039859,0.000000,0.785529,-0.017630,0.923855,0.000000,0.000000,0.382744
10.6100,-0.006951,-0.006951,1.500000,2.121302,2.121341,0.000000,0.010996,-0.012399,0.000000,0.785407,-0.005514,0.923878,0.000000,0.000000,0.382688
10.6200,0.014262,0.014263,1.500000,2.121247,2.121404,0.000000,-0.020850,0.023593,0.000000,0.785435,0.010475,0.923872,0.000000,0.000000,0.382701
10.6300,0.035474,0.035478,1.500000,2.120931,2.121763,0.000000,-0.040013,0.045891,0.000000,0.785594,0.020247,0.923842,0.000000,0.000000,0.382774
10.6400,0.056681,0.056699,1.500000,2.120489,2.122275,0.000000,-0.046240,0.054208,0.000000,0.785819,0.023674,0.923799,0.000000,0.000000,0.382878
10.6500,0.077883,0.077924,1.500000,2.120045,2.122806,0.000000,-0.040916,0.050026,0.000000,0.786049,0.021433,0.923755,0.000000,0.000000,0.382984
10.6600,0.099082,0.099154,1.500000,2.119705,2.123239,0.000000,-0.025426,0.034826,0.000000,0.786231,0.014199,0.923720,0.000000,0.000000,0.383068
10.6700,0.120278,0.120388,1.500000,2.119565,2.123471,0.000000,-0.001154,0.010089,0.000000,0.786319,0.002648,0.923703,0.000000,0.000000,0.383109
10.6800,0.141474,0.141623,1.500000,2.119707,2.123414,0.000000,0.030513,-0.022703,0.000000,0.786272,-0.012543,0.923712,0.000000,0.000000,0.383087
10.6900,0.162673,0.162855,1.500000,2.120196,2.122995,0.000000,0.068192,-0.062069,0.000000,0.786058,-0.030700,0.923753,0.000000,0.000000,0.382988
10.7000,0.183879,0.184081,1.500000,2.121086,2.122155,0.000000,0.110498,-0.106527,0.000000,0.785650,-0.051146,0.923831,0.000000,0.000000,0.382800
10.7100,0.205097,0.205297,1.500000,2.122416,2.120852,0.000000,0.156045,-0.154598,0.000000,0.785030,-0.073208,0.923950,0.000000,0.000000,0.382513
10.7200,0.226329,0.226497,1.500000,2.124213,2.119056,0.000000,0.203449,-0.204798,0.000000,0.784183,-0.096211,0.924112,0.000000,0.000000,0.382122
10.7300,0.247582,0.247676,1.500000,2.126487,2.116754,0.000000,0.251324,-0.255647,0.000000,0.783104,-0.119479,0.924318,0.000000,0.000000,0.381624
10.7400,0.268861,0.268830,1.500000,2.129236,2.113946,0.000000,0.298287,-0.305664,0.000000,0.781795,-0.142339,0.924568,0.000000,0.000000,0.381018
10.7500,0.290169,0.289953,1.500000,2.132445,2.110648,0.000000,0.342952,-0.353367,0.000000,0.780261,-0.164115,0.924859,0.000000,0.000000,0.380309
10.7600,0.311511,0.311042,1.500000,2.136083,2.106891,0.000000,0.383934,-0.397275,0.000000,0.778518,-0.184131,0.925190,0.000000,0.000000,0.379503
10.7700,0.332892,0.332090,1.500000,2.140107,2.102720,0.000000,0.419848,-0.435907,0.000000,0.776587,-0.201712,0.925557,0.000000,0.000000,0.378609
10.7800,0.354314,0.353095,1.500000,2.144459,2.098196,0.000000,0.449310,-0.467782,0.000000,0.774494,-0.216182,0.925952,0.000000,0.000000,0.377641
10.7900,0.375782,0.374053,1.500000,2.149067,2.093392,0.000000,0.470935,-0.491417,0.000000,0.772276,-0.226863,0.926370,0.000000,0.000000,0.376613
10.8000,0.397296,0.394962,1.500000,2.153846,2.088400,0.000000,0.483337,-0.505333,0.000000,0.769972,-0.233078,0.926804,0.000000,0.000000,0.375546
10.8100,0.418859,0.415821,1.500000,2.158698,2.083323,0.000000,0.485132,-0.508047,0.000000,0.767631,-0.234151,0.927243,0.000000,0.000000,0.374461
10.8200,0.440470,0.436629,1.500000,2.163509,2.078281,0.000000,0.474934,-0.498078,0.000000,0.765308,-0.229404,0.927677,0.000000,0.000000,0.373384
10.8300,0.462128,0.457387,1.500000,2.168152,2.073409,0.000000,0.451360,-0.473946,0.000000,0.763065,-0.218162,0.928095,0.000000,0.000000,0.372343
10.8400,0.483832,0.478098,1.500000,2.172487,2.068854,0.000000,0.413024,-0.434168,0.000000,0.760969,-0.199749,0.928485,0.000000,0.000000,0.371370
10.8500,0.505577,0.498766,1.500000,2.176359,2.064782,0.000000,0.358541,-0.377263,0.000000,0.759096,-0.173488,0.928832,0.000000,0.000000,0.370501
10.8600,0.527357,0.519396,1.500000,2.179600,2.061371,0.000000,0.286527,-0.301751,0.000000,0.757528,-0.138705,0.929122,0.000000,0.000000,0.369772
10.8700,0.549166,0.539996,1.500000,2.182026,2.058814,0.000000,0.195595,-0.206150,0.000000,0.756353,-0.094725,0.929340,0.000000,0.000000,0.369226
10.8800,0.570994,0.560575,1.500000,2.183444,2.057320,0.000000,0.084363,-0.088978,0.000000,0.755666,-0.040871,0.929466,0.000000,0.000000,0.368907
10.8900,0.592831,0.581146,1.500000,2.183762,2.057014,0.000000,0.021641,-0.006415,0.000000,0.755519,-0.006503,0.929493,0.000000,0.000000,0.368839
10.9000,0.614671,0.601716,1.500000,2.184330,2.056777,0.000000,0.094478,-0.046018,0.000000,0.755332,-0.032754,0.929528,0.000000,0.000000,0.368752
10.9100,0.636520,0.622280,1.500000,2.185695,2.056000,0.000000,0.180609,-0.113645,0.000000,0.754831,-0.068825,0.929620,0.000000,0.000000,0.368519
10.9200,0.658388,0.642833,1.500000,2.187978,2.054424,0.000000,0.277416,-0.205098,0.000000,0.753928,-0.113087,0.929786,0.000000,0.000000,0.368099
10.9300,0.680283,0.663365,1.500000,2.191271,2.051833,0.000000,0.382285,-0.316177,0.000000,0.752548,-0.163922,0.930040,0.000000,0.000000,0.367458
10.9400,0.702217,0.683866,1.500000,2.195642,2.048049,0.000000,0.492599,-0.442685,0.000000,0.750633,-0.219719,0.930392,0.000000,0.000000,0.366567
10.9500,0.724200,0.704322,1.500000,2.201132,2.042941,0.000000,0.605742,-0.580423,0.000000,0.748142,-0.278878,0.930847,0.000000,0.000000,0.365408
10.9600,0.746243,0.724720,1.500000,2.207757,2.036417,0.000000,0.719098,-0.725193,0.000000,0.745050,-0.339804,0.931411,0.000000,0.000000,0.363968
10.9700,0.768358,0.745045,1.500000,2.215506,2.028428,0.000000,0.830051,-0.872796,0.000000,0.741345,-0.400908,0.932084,0.000000,0.000000,0.362243
10.9800,0.790557,0.765283,1.500000,2.224341,2.018966,0.000000,0.935986,-1.019034,0.000000,0.737036,-0.460598,0.932862,0.000000,0.000000,0.360233
10.9900,0.812849,0.785420,1.500000,2.234200,2.008066,0.000000,1.034285,-1.159709,0.000000,0.732143,-0.517281,0.933741,0.000000,0.000000,0.357950
11.0000,0.835244,0.805440,1.500000,2.244993,1.995804,0.000000,1.122334,-1.290622,0.000000,0.726706,-0.569352,0.934710,0.000000,0.000000,0.355410
11.0100,0.857751,0.825332,1.500000,2.256604,1.982300,0.000000,1.197515,-1.407575,0.000000,0.720777,-0.615197,0.935760,0.000000,0.000000,0.352638
11.0200,0.880378,0.845083,1.500000,2.268892,1.967713,0.000000,1.257214,-1.506369,0.000000,0.714428,-0.653190,0.936875,0.000000,0.000000,0.349665
11.0300,0.903131,0.864683,1.500000,2.281688,1.952247,0.000000,1.298813,-1.582807,0.000000,0.707745,-0.681693,0.938038,0.000000,0.000000,0.346533
11.0400,0.926013,0.884125,1.500000,2.294799,1.936146,0.000000,1.319698,-1.632689,0.000000,0.700831,-0.699055,0.939230,0.000000,0.000000,0.343288
11.0500,0.949027,0.903405,1.500000,2.308004,1.919696,0.000000,1.317252,-1.651817,0.000000,0.693807,-0.703622,0.940430,0.000000,0.000000,0.339987
11.0600,0.972173,0.922519,1.500000,2.321057,1.903226,0.000000,1.288858,-1.635993,0.000000,0.686807,-0.693731,0.941614,0.000000,0.000000,0.336694
11.0700,0.995447,0.941470,1.500000,2.333686,1.887107,0.000000,1.231902,-1.581018,0.000000,0.679986,-0.667720,0.942757,0.000000,0.000000,0.333480
11.0800,1.018844,0.960264,1.500000,2.345592,1.871750,0.000000,1.143767,-1.482695,0.000000,0.673512,-0.623930,0.943832,0.000000,0.000000,0.330427
11.0900,1.042355,0.978909,1.500000,2.356449,1.857611,0.000000,1.021836,-1.336824,0.000000,0.667572,-0.560703,0.944809,0.000000,0.000000,0.327622
11.1000,1.065968,0.997422,1.500000,2.365907,1.845186,0.000000,0.863495,-1.139208,0.000000,0.662368,-0.476390,0.945658,0.000000,0.000000,0.325163
11.1100,1.089667,1.015821,1.500000,2.373589,1.835014,0.000000,0.666126,-0.885647,0.000000,0.658120,-0.369341,0.946347,0.000000,0.000000,0.323154
11.1200,1.113433,1.034132,1.500000,2.379091,1.827674,0.000000,0.427115,-0.571944,0.000000,0.655063,-0.237914,0.946839,0.000000,0.000000,0.321707
11.1300,1.137241,1.052386,1.500000,2.381983,1.823789,0.000000,0.143844,-0.193900,0.000000,0.653448,-0.080467,0.947099,0.000000,0.000000,0.320942
11.1400,1.161064,1.070620,1.500000,2.382794,1.823256,0.000000,0.175925,-0.039368,0.000000,0.653143,-0.046052,0.947148,0.000000,0.000000,0.320798
11.1500,1.184906,1.088848,1.500000,2.386161,1.822084,0.000000,0.497071,-0.216227,0.000000,0.652152,-0.157721,0.947307,0.000000,0.000000,0.320328
11.1600,1.208798,1.107053,1.500000,2.392717,1.818544,0.000000,0.812802,-0.509344,0.000000,0.649891,-0.298580,0.947668,0.000000,0.000000,0.319257
11.1700,1.232771,1.125207,1.500000,2.402383,1.811586,0.000000,1.118149,-0.896004,0.000000,0.646106,-0.461508,0.948271,0.000000,0.000000,0.317463
11.1800,1.256856,1.143271,1.500000,2.415029,1.800388,0.000000,1.408142,-1.353491,0.000000,0.640611,-0.639638,0.949139,0.000000,0.000000,0.314856
11.1900,1.281081,1.161199,1.500000,2.430478,1.784355,0.000000,1.677813,-1.859091,0.000000,0.633285,-0.826331,0.950286,0.000000,0.000000,0.311378
11.2000,1.305474,1.178941,1.500000,2.448501,1.763121,0.000000,1.922192,-2.390088,0.000000,0.624077,-1.015097,0.951710,0.000000,0.000000,0.306999
11.2100,1.330058,1.196444,1.500000,2.468821,1.736545,0.000000,2.136309,-2.923767,0.000000,0.612998,-1.199479,0.953396,0.000000,0.000000,0.301723
11.2200,1.354857,1.213654,1.500000,2.491110,1.704713,0.000000,2.315196,-3.437412,0.000000,0.600124,-1.372933,0.955318,0.000000,0.000000,0.295579
11.2300,1.379886,1.230521,1.500000,2.514991,1.667939,0.000000,2.453884,-3.908308,0.000000,0.585598,-1.528712,0.957440,0.000000,0.000000,0.288633
11.2400,1.405160,1.246998,1.500000,2.540037,1.626765,0.000000,2.547402,-4.313740,0.000000,0.569632,-1.659797,0.959713,0.000000,0.000000,0.280981
11.2500,1.430689,1.263044,1.500000,2.565772,1.581958,0.000000,2.590782,-4.630993,0.000000,0.552509,-1.758857,0.962084,0.000000,0.000000,0.272754
11.2600,1.456476,1.278629,1.500000,2.591669,1.534515,0.000000,2.579054,-4.837351,0.000000,0.534587,-1.818271,0.964489,0.000000,0.000000,0.264122
11.2700,1.482521,1.293730,1.500000,2.617152,1.485656,0.000000,2.507250,-4.910100,0.000000,0.516302,-1.830188,0.966864,0.000000,0.000000,0.255293
11.2800,1.508816,1.308342,1.500000,2.641597,1.436834,0.000000,2.370399,-4.826523,0.000000,0.498168,-1.786624,0.969139,0.000000,0.000000,0.246516
11.2900,1.535347,1.322472,1.500000,2.664327,1.389723,0.000000,2.163533,-4.563905,0.000000,0.480781,-1.679568,0.971245,0.000000,0.000000,0.238082
11.3000,1.562094,1.336148,1.500000,2.684618,1.346228,0.000000,1.881682,-4.099532,0.000000,0.464815,-1.501064,0.973115,0.000000,0.000000,0.230321
11.3100,1.589029,1.349416,1.500000,2.701694,1.308480,0.000000,1.519878,-3.410688,0.000000,0.451024,-1.243261,0.974680,0.000000,0.000000,0.223605
11.3200,1.616115,1.362345,1.500000,2.714732,1.278838,0.000000,1.073150,-2.474657,0.000000,0.440240,-0.898416,0.975871,0.000000,0.000000,0.218347
11.3300,1.643307,1.375028,1.500000,2.722857,1.259887,0.000000,0.536530,-1.268725,0.000000,0.433371,-0.458882,0.976615,0.000000,0.000000,0.214994
11.3400,1.670553,1.387587,1.500000,2.725393,1.254222,0.000000,0.252896,-0.081199,0.000000,0.431303,-0.059826,0.976837,0.000000,0.000000,0.213984
11.3500,1.697846,1.400113,1.500000,2.735860,1.249437,0.000000,1.758168,-0.959641,0.000000,0.428403,-0.533070,0.977146,0.000000,0.000000,0.212567
11.3600,1.725312,1.412539,1.500000,2.759005,1.233560,0.000000,2.797980,-2.278880,0.000000,0.420442,-1.066253,0.977985,0.000000,0.000000,0.208676
11.3700,1.753054,1.424735,1.500000,2.790457,1.202808,0.000000,3.429146,-3.913690,0.000000,0.406978,-1.629475,0.979367,0.000000,0.000000,0.202088
11.3800,1.781136,1.436537,1.500000,2.826415,1.154652,0.000000,3.708478,-5.738844,0.000000,0.387831,-2.000000,0.981257,0.000000,0.000000,0.192702
11.3900,1.809586,1.447765,1.500000,2.863643,1.087814,0.000000,3.692788,-7.629115,0.000000,0.363034,-2.000000,0.983571,0.000000,0.000000,0.180522
11.4000,1.838404,1.458231,1.500000,2.899476,1.002270,0.000000,3.438890,-9.459276,0.000000,0.332815,-2.000000,0.986186,0.000000,0.000000,0.165640
11.4100,1.867564,1.467752,1.500000,2.931816,0.899246,0.000000,3.003595,-11.104099,0.000000,0.297610,-2.000000,0.988949,0.000000,0.000000,0.148257
11.4200,1.897024,1.476166,1.500000,2.959133,0.781223,0.000000,2.443717,-12.438359,0.000000,0.258115,-2.000000,0.991684,0.000000,0.000000,0.128699
11.4300,1.926727,1.483339,1.500000,2.980465,0.651932,0.000000,1.816068,-13.336828,0.000000,0.215343,-2.000000,0.994209,0.000000,0.000000,0.107464
11.4400,1.956612,1.489183,1.500000,2.995418,0.516356,0.000000,1.177460,-13.674280,0.000000,0.170704,-2.000000,0.996360,0.000000,0.000000,0.085249
11.4500,1.986615,1.493666,1.500000,3.004167,0.380733,0.000000,0.584707,-13.325487,0.000000,0.126063,-2.000000,0.998014,0.000000,0.000000,0.062990
11.4600,2.016677,1.496823,1.500000,3.007454,0.252552,0.000000,0.094621,-12.165222,0.000000,0.083779,-2.000000,0.999123,0.000000,0.000000,0.041877
11.4700,2.046750,1.498771,1.500000,3.006591,0.140551,0.000000,-0.235985,-10.068259,0.000000,0.046714,-2.000000,0.999727,0.000000,0.000000,0.023355
11.4800,2.076801,1.499721,1.500000,3.003455,0.054726,0.000000,-0.350300,-6.909371,0.000000,0.018219,-2.000000,0.999959,0.000000,0.000000,0.009109
11.4900,2.106819,1.499990,1.500000,3.000495,0.006321,0.000000,-0.191510,-2.563331,0.000000,0.002107,-0.854164,0.999999,0.000000,0.000000,0.001053
11.5000,2.136826,1.499984,1.500000,3.003382,-0.009024,0.000000,1.228841,-3.433019,0.000000,-0.003005,-1.141811,0.999999,0.000000,0.000000,-0.001502
11.5100,2.166947,1.499623,1.500000,3.022539,-0.072639,0.000000,2.343785,-9.073101,0.000000,-0.024028,-2.000000,0.999928,0.000000,0.000000,-0.012014
11.5200,2.197290,1.498365,1.500000,3.045643,-0.186261,0.000000,2.074134,-13.445609,0.000000,-0.061080,-2.000000,0.999534,0.000000,0.000000,-0.030535
11.5300,2.227832,1.495772,1.500000,3.060525,-0.337553,0.000000,0.755489,-16.618585,0.000000,-0.109849,-2.000000,0.998492,0.000000,0.000000,-0.054897
11.5400,2.258443,1.491527,1.500000,3.058374,-0.514861,0.000000,-1.276546,-18.660072,0.000000,-0.166781,-2.000000,0.996525,0.000000,0.000000,-0.083294
11.5500,2.288924,1.485425,1.500000,3.033735,-0.707210,0.000000,-3.686368,-19.638111,0.000000,-0.229025,-2.000000,0.993451,0.000000,0.000000,-0.114262
11.5600,2.319035,1.477367,1.500000,2.984506,-0.904305,0.000000,-6.138374,-19.620746,0.000000,-0.294207,-2.000000,0.989200,0.000000,0.000000,-0.146573
11.5700,2.348536,1.467355,1.500000,2.911945,-1.096533,0.000000,-8.296962,-18.676019,0.000000,-0.360141,-2.000000,0.983831,0.000000,0.000000,-0.179099
11.5800,2.377212,1.455483,1.500000,2.820664,-1.274961,0.000000,-9.826528,-16.871971,0.000000,-0.424522,-2.000000,0.977557,0.000000,0.000000,-0.210671
11.5900,2.404913,1.441930,1.500000,2.718630,-1.431335,0.000000,-10.391470,-14.276646,0.000000,-0.484615,-2.000000,0.970787,0.000000,0.000000,-0.239944
11.6000,2.431586,1.426955,1.500000,2.617169,-1.558083,0.000000,-9.656185,-10.958086,0.000000,-0.536980,-2.000000,0.964173,0.000000,0.000000,-0.265276
11.6100,2.457307,1.410890,1.500000,2.530959,-1.648313,0.000000,-7.285069,-6.984333,0.000000,-0.577261,-2.000000,0.958635,0.000000,0.000000,-0.284639
11.6200,2.482316,1.394131,1.500000,2.478039,-1.695813,0.000000,-2.942520,-2.423430,0.000000,-0.600136,-1.219472,0.955316,0.000000,0.000000,-0.295585
11.6300,2.507027,1.377110,1.500000,2.466579,-1.709366,0.000000,-1.558115,-2.890400,0.000000,-0.606020,-1.087370,0.954443,0.000000,0.000000,-0.298394
11.6400,2.531568,1.359792,1.500000,2.437123,-1.761605,0.000000,-4.255622,-7.291535,0.000000,-0.625879,-2.000000,0.951433,0.000000,0.000000,-0.307857
11.6500,2.555687,1.341757,1.500000,2.383003,-1.850210,0.000000,-6.491976,-10.196566,0.000000,-0.660196,-2.000000,0.946011,0.000000,0.000000,-0.324136
11.6600,2.579161,1.322713,1.500000,2.308804,-1.961207,0.000000,-8.272191,-11.802822,0.000000,-0.704173,-2.000000,0.938655,0.000000,0.000000,-0.344857
11.6700,2.601812,1.302498,1.500000,2.219063,-2.082595,0.000000,-9.601278,-12.307632,0.000000,-0.753684,-2.000000,0.929831,0.000000,0.000000,-0.367986
11.6800,2.623506,1.281060,1.500000,2.118266,-2.204346,0.000000,-10.484251,-11.908325,0.000000,-0.805309,-2.000000,0.920024,0.000000,0.000000,-0.391862
11.6900,2.644155,1.258437,1.500000,2.010849,-2.318405,0.000000,-10.926122,-10.802230,0.000000,-0.856320,-2.000000,0.909731,0.000000,0.000000,-0.415198
11.7000,2.663715,1.234738,1.500000,1.901197,-2.418692,0.000000,-10.931904,-9.186675,0.000000,-0.904624,-2.000000,0.899439,0.000000,0.000000,-0.437046
11.7100,2.682186,1.210123,1.500000,1.793647,-2.501098,0.000000,-10.506608,-7.258990,0.000000,-0.948657,-2.000000,0.889600,0.000000,0.000000,-0.456741
11.7200,2.699609,1.184783,1.500000,1.692485,-2.563489,0.000000,-9.655248,-5.216504,0.000000,-0.987265,-2.000000,0.880617,0.000000,0.000000,-0.473828
11.7300,2.716071,1.158921,1.500000,1.601946,-2.605703,0.000000,-8.382835,-3.256545,0.000000,-1.019577,-2.000000,0.872848,0.000000,0.000000,-0.487993
11.7400,2.731698,1.132731,1.500000,1.526215,-2.629553,0.000000,-6.694384,-1.576443,0.000000,-1.044907,-2.000000,0.866598,0.000000,0.000000,-0.499008
11.7500,2.746658,1.106379,1.500000,1.469428,-2.638823,0.000000,-4.594905,-0.373526,0.000000,-1.062709,-1.389297,0.862121,0.000000,0.000000,-0.506702
11.7600,2.761163,1.079984,1.500000,1.435670,-2.639272,0.000000,-2.089412,0.154877,0.000000,-1.072599,-0.586267,0.859605,0.000000,0.000000,-0.510958
